Feature,1006524,1006525
高度(mm),2177,2177
驱动电机数,单电机,单电机
驱动方式,后置后驱,后置后驱
长度(mm),4500,4500
长*宽*高(mm),4500×1650×2177,4500×1650×2177
轴距(mm),2200,2200
车门数(个),2,2
车身结构_y,货车,货车
车身结构_x,货车,货车
车型名称,迈图 2018款 城运版,迈图 2018款 基本版
车体结构,-,-
货箱尺寸(mm),3100x1650x1500,3100x1650x1500
能源类型,纯电动,纯电动
级别,微卡,微卡
简称,电动车单速变速箱,电动车单速变速箱
百公里耗电量(kWh/100km),-,-
电池组质保,待查,待查
电池类型,待查,待查
电池容量(kWh),-,-
电池充电时间,-,-
电机类型,永磁 / 同步,永磁 / 同步
电机布局,后置,后置
电动机总扭矩(N·m),-,-
电动机总功率(kW),35,35
油箱容积(L),-,-
最高车速(km/h),85,-
最小离地间隙(mm),180,180
最大载重质量(kg),-,-
最大扭矩(N·m),-,-
最大功率(kW),35,35
整车质保,-,-
整备质量(kg),1500,-
挡位个数,1,1
慢充时间(小时),-,-
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时),-,-
座位数(个),2,2
工信部续航里程(km),-,-
工信部纯电续航里程(km),-,-
宽度(mm),1650,1650
后轮距(mm),-,-
后轮胎规格,175/65 R14,175/65 R14
后电动机最大扭矩(N·m),-,-
后电动机最大功率(kW),35,35
后排车门开启方式,-,-
后悬架类型,非独立悬架,非独立悬架
后制动器类型,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),8.90万,6.90万
厂商,恒源电动汽车,恒源电动汽车
助力类型,未知,未知
前轮距(mm),-,-
前轮胎规格,175/65 R14,175/65 R14
前电动机最大扭矩(N·m),-,-
前电动机最大功率(kW),-,-
前悬架类型,独立悬架,独立悬架
前制动器类型,盘式,盘式
上市时间,-,-
