Feature,66637,66851,66852,66853,66854,68573,68575,72298,72299,72485,72486,72487,72488,72646
缸体材料,铸铁,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,8挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡手自一体
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,-
离去角(°),18,18,18,18,18,18,18,18,18,18,18,18,18,18
疲劳驾驶提示,●,-,●,●,●,●,●,●,●,-,●,●,●,-
电动扰流板,●,●,●,●,●,●,●,●,●,●,●,●,●,-
电动座椅记忆功能,,-,,,,-,,,,-,,-,-,-
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●,●,-
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,-
油箱容积(L),51,51,51,51,51,51,51,51,51,51,51,51,51,51
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,,,,,,,,,-,,-,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),215,205,205,205,205,205,215,205,205,205,205,205,205,215
最大马力(Ps),233,188,188,188,188,188,233,192,192,192,192,192,192,245
最大满载质量(kg),1895,1795,1795,1795,1795,1785,1895,1795,1795,1795,1795,1785,1785,1895
最大扭矩转速(rpm),1900-3300,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1900-3300,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,-
最大扭矩(N·m)_y,390,300,300,300,300,300,390,310,310,310,310,310,310,-
最大扭矩(N·m)_x,390,300,300,300,300,300,390,310,310,310,310,310,310,-
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,-
最大功率(kW)_y,171,138,138,138,138,138,171,141,141,141,141,141,141,180
最大功率(kW)_x,171,138,138,138,138,138,171,141,141,141,141,141,141,180
最大净功率(kW),166,133,133,133,133,133,166,136,136,136,136,136,136,173
无钥匙进入功能,,,,,,,,,,,,,,-
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,-
方向盘换挡,●,-,●,●,●,●,●,●,●,-,●,●,●,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,-
整车质保,,,,,,,,,,,,,,
整备质量(kg),1505,1415,1415,1415,1415,1405,1505,1415,1415,1415,1415,1415,1415,1505
摄像头数量,,,,,,,,,,,,,,-
接近角(°),13,13,13,13,13,14,13,13,13,13,13,14,14,13
排量(mL),1998,1494,1494,1494,1494,1494,1998,1494,1494,1494,1494,1494,1494,1997
换挡形式,,,,,,,,,,,,,,-
挡位个数,8,7,7,7,7,7,8,7,7,7,7,7,7,8
扬声器数量,,,,,,,,,,,,,,-
扬声器品牌名称,,-,,,,-,,,,-,,-,-,-
手机无线充电功能,,-,,,,,,,,-,,,,-
手机互联/映射,,,,,,,,,,,,,,-
手机APP远程功能,,,,,,,,,,,,,,-
手势控制,●,-,●,●,●,●,●,●,●,-,●,●,●,-
感应雨刷功能,,-,,,,,,,,-,,,,-
感应后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●,-
循迹倒车,-,-,-,●,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,-
座位数(个),,,,,,,,,,,,,,
并线辅助,-,-,●,●,●,-,-,●,●,-,●,-,-,-
巡航系统,,,,,,,,,,,,,,-
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,-
宽度(mm),1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,-
天窗类型,,,,,,,,,,,,,,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,-
多指飞屏操控,●,-,●,●,●,●,●,●,●,-,●,●,●,-
多媒体/充电接口,,,,,,,,,,,,,,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,-
外观套件,,-,-,-,-,-,,-,,-,,-,,-
外后视镜功能,,,,,,,,,,,,,,-
备胎规格,,,,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,,,,
地图品牌,,,,,,,,,,,,,,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586
后轮胎规格,,,,,,,,,,,,,,
后方碰撞预警,-,-,●,●,●,-,-,●,●,-,●,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,-,●,●,●,●,●,●,●,-,●,●,●,-
后排座椅放倒形式,,,,,,,,,,,,,,-
后悬架类型,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手自一体变速箱(AT)
变速箱,8挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡手自一体,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JL486ZQ5,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL473ZQ7,JL486ZQ5,JL473ZQD,JL473ZQD,JL473ZQD,JL473ZQD,JL473ZQD,JL473ZQD,JL484ZQ1
发动机启停技术,●,-,-,-,-,●,●,-,-,-,-,-,-,-
发动机,2.0T 233马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,2.0T 233马力 L4,1.5T 192马力 L4,1.5T 192马力 L4,1.5T 192马力 L4,1.5T 192马力 L4,1.5T 192马力 L4,1.5T 192马力 L4,2.0T 245马力 L4
厂商指导价(元),13.99万,10.89万,11.69万,12.49万,12.39万,11.69万,13.99万,11.69万,12.39万,10.89万,12.39万,11.69万,12.39万,-
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,-
助力类型,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,-
前轮距(mm),1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576
前轮胎规格,,,,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,-
前方感知摄像头,,-,-,-,-,-,,-,-,-,-,-,-,-
前排座椅功能,,-,,,,-,,,,-,,-,-,-
前悬架类型,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,-
内置行车记录仪,●,●,●,●,●,●,●,●,●,●,●,●,●,-
内后视镜功能,,,,,,,,,,,,,,-
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,-
倒车车侧预警系统,-,-,●,●,●,-,-,●,●,-,●,-,-,-
侧窗多层隔音玻璃,-,-,,,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
中控彩色屏幕,,,,,,,,,,,,,,-
中控屏幕尺寸,,,,,,,,,,,,,,-
上市时间,2024.04,2024.03,2024.03,2024.03,2024.03,2024.05,2024.05,2025.04,2025.04,2025.04,2025.04,2025.04,2025.04,-
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,-
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,-
WLTC综合油耗(L/100km),6.9,6.37,6.37,6.37,6.37,6.2,6.9,6.37,6.37,6.37,6.37,6.37,6.37,-
USB/Type-C接口数量,,,,,,,,,,,,,,-
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,-
DOW开门预警,-,-,●,●,●,-,-,●,●,-,●,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,-
4G/5G网络,,,,,,,,,,,,,,-
