Feature,61005,62651,67780
主动刹车/主动安全系统,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
中控彩色屏幕,,,-
中控屏幕尺寸,,,-
中央差速器锁止功能,●,●,-
中央差速器结构,,,
上市时间,2023.08,2023.08,-
上坡辅助,●,●,-
Wi-Fi热点,●,●,-
USB/Type-C最大充电功率,,,-
USB/Type-C接口数量,,,-
OTA升级,●,●,-
LED日间行车灯,●,●,-
ISOFIX儿童座椅接口,●,●,-
HUD抬头数字显示,●,●,-
ETC装置,●,●,-
DOW开门预警,●,●,-
CLTC综合续航(km),505,1026,-
CLTC纯电续航里程(km)_y,505,200,-
CLTC纯电续航里程(km)_x,505,200,-
ABS防抱死,●,●,-
4G/5G网络,,,-
220V/230V电源,●,●,-
