Feature,1019671,1020871,1020872,1020873,1020874,1020875,1020876,1020877
后轮胎规格,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),8000,8000,8000,8000,8000,8000,8000,8000
后制动器类型,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),16.58万,10.19万,11.00万,11.99万,14.78万,11.30万,10.49万,12.29万
厂商,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车,福田汽车
卫星导航系统,-,-,-,-,-,-,-,-
助力类型,,,,,,,,
副座椅调节方式,,,,,,,,
前轮距(mm),1590,1590,1590,1590,1590,1590,1590,1590
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),245,245,245,245,245,245,245,245
前电动机最大功率(kW),125,125,125,125,125,125,125,125
前方碰撞预警,○,○,○,○,○,○,○,○
前排座椅功能,,,,,,,,
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,○,○,○,○,○,○,○,○
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○
中控彩色屏幕,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-
上市时间,2025.04,2025.04,2025.04,2025.04,2025.04,2025.04,2025.04,2025.04
上坡辅助,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
ETC装置,○,○,○,○,○,○,○,○
CLTC纯电续航里程(km)_y,460,360,350,460,360,350,355,440
CLTC纯电续航里程(km)_x,460,360,350,460,360,350,355,440
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,○,○,○,○,○,○,○,○
