Feature,55661,57665,58459,58463
最大功率(kW),215,215,215,350
无钥匙进入功能,,,,-
无钥匙启动系统,●,●,●,-
无框设计车门,●,●,●,-
方向盘记忆,●,●,●,-
方向盘材质,,,,-
方向盘换挡,●,●,●,-
方向盘加热,○,○,○,-
方向盘位置调节,,,,-
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),2410,2375,2410,2515
整体主动转向系统,-,-,●,-
摄像头数量,,,,-
接近角(°),15,15,15,15
换挡形式,,,,-
挡位个数,1,1,1,1
扬声器数量,,,,-
扬声器品牌名称,,,,-
手机无线充电功能,,,,-
手机互联/映射,,,,-
手机APP远程功能,,,,-
慢充时间(小时)_y,13,13,13,-
慢充时间(小时)_x,13,13,13,-
感应雨刷功能,,,,-
快充电量百分比,10-80,10-80,10-80,-
快充电量(%),10-80,10-80,10-80,-
快充时间(小时)_y,0.8,0.8,0.8,-
快充时间(小时)_x,0.8,0.8,0.8,-
快充功能,支持,支持,支持,支持
快充功率(kW),128,128,128,-
座椅材质,,,,-
座位数(个),5,5,5,5
并线辅助,●,●,●,-
巡航系统,,,,-
导航路况信息显示,●,●,●,-
宽度(mm),1906,1906,1906,1906
官方0-100km/h加速(s),6.7,6.7,6.7,-
安全带未系提醒,,,,-
天窗类型,,,,-
大灯高度可调,●,●,●,-
大灯延时关闭,●,●,●,-
多层隔音玻璃,,,,-
多媒体/充电接口,,,,-
多功能方向盘,●,●,●,-
外后视镜功能,,,,-
备胎规格,无,无,无,无
地图品牌,,,,-
四驱形式,-,-,-,电动四驱
后雨刷,-,-,-,-
后轮距(mm),1645,1650,1645,1640
后轮胎规格,255/45 R19,235/50 R19,255/40 R20,255/40 R20
后电动机最大扭矩(N·m),556,556,556,-
后电动机最大功率(kW),215,215,215,215
后排独立空调,-,-,-,-
后排杯架,●,●,●,-
后排座椅放倒形式,,,,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,-
后备厢容积(L),430,430,430,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),49.60万,47.80万,53.43万,0.00万
厂商,北京奔驰,北京奔驰,北京奔驰,北京奔驰
卫星导航系统,●,●,●,-
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,●,-
副座椅调节方式,,,,-
前轮距(mm),1634,1639,1634,1629
前轮胎规格,255/45 R19,235/50 R19,255/40 R20,255/40 R20
前电动机最大功率(kW),-,-,-,135
前方碰撞预警,●,●,●,-
前排座椅功能,,,,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-
刹车辅助(EBA/BAS/BA等),●,●,●,-
制动力分配(EBD/CBC等),●,●,●,-
内置行车记录仪,●,●,●,-
内后视镜功能,,,,-
全液晶仪表盘,●,●,●,-
倒车车侧预警系统,●,●,●,-
低速行车警告,●,●,●,-
主座椅调节方式,,,,-
主动降噪,●,●,●,-
主动刹车/主动安全系统,●,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
中控彩色屏幕,,,,-
中控屏幕尺寸,,,,-
中央差速器结构,-,-,-,-
上市时间,2022.08,2022.08,2022.08,-
上坡辅助,●,●,●,-
USB/Type-C接口数量,,,,-
OTA升级,●,●,●,-
LED日间行车灯,●,●,●,-
ISOFIX儿童座椅接口,●,●,●,-
HUD抬头数字显示,●,-,●,-
ETC装置,○,○,○,-
DOW开门预警,-,-,●,-
CLTC纯电续航里程(km)_y,717,752,717,-
CLTC纯电续航里程(km)_x,717,752,717,-
AR实景导航,●,●,●,-
ABS防抱死,●,●,●,-
4G/5G网络,,,,-
